1800059423	0	1809242936
1800021531	1	1809242973
1800249828	2	1809242883
1800048705	0	1809243001
1800105894	2	1809243008
1800190776	1	1809242986
1800026145	1	1809242966
1800269171	2	1809242886
1800192947	3	1809242935
1800021188	2	1809243011
1800249488	2	1809242887
1800181977	2	1809242896
1800026145	1	1809242970
1800103924	1	1809242974
1800103924	2	1809242895
1800198010	1	1809242987
1800079223	4	1809242946
1800108546	2	1809242906
1800346141	2	1809242887
1800381592	1	1809242974
1800381592	2	1809242895
1800139704	2	1809242916
1800275609	1	1809242997
1800148783	2	1809242887
1800140786	1	1809242992
1800365587	0	1809242943
1800233344	1	1809242978
1800137971	0	1809243005
1800108546	2	1809242883
1800151054	0	1809242956
1800023863	2	1809242915
1800080929	2	1809242894
1800023863	2	1809242904
1800022337	2	1809242887
1800025812	2	1809242917
1800051647	0	1809243000
1800021839	1	1809242997
1800019672	2	1809242908
1800182293	2	1809242917
1800128030	0	1809242955
1800019301	3	1809242930
1800205324	2	1809243011
1800019489	2	1809242897
1800022337	1	1809242987
1800021909	2	1809243014
1800171038	0	1809243003
1800148679	2	1809242885
1800025098	2	1809242894
1800354946	0	1809243002
1800122103	2	1809242892
1800025842	2	1809243011
1800359985	2	1809242895
1800018964	1	1809242990
1800021531	1	1809242986
1800112049	1	1809242979
1800019489	2	1809243008
1800131316	2	1809242885
1800233344	3	1809242924
1800038763	1	1809242975
1800223006	2	1809242886
1800087601	0	1809242919
1800365587	2	1809243014
1800021909	1	1809242978
1800021630	0	1809242925
1800233344	1	1809242959
1800025098	0	1809242927
1800022420	1	1809242986
1800022026	1	1809242974
1800022345	2	1809242901
1800202260	2	1809242916
1800024657	1	1809242960
1800354946	1	1809242992
1800020715	2	1809243014
1800070133	1	1809242975
1800193419	2	1809242897
1800202506	2	1809242897
1800201278	3	1809242924
1800092961	0	1809242923
1800190776	2	1809243014
1800193975	1	1809242986
1800189256	2	1809242891
1800024823	1	1809242966
1800124175	0	1809243000
1800023863	2	1809242890
1800194255	0	1809243001
1800147981	2	1809243011
1800020413	2	1809242896
1800021909	3	1809242924
1800111379	1	1809242989
1800070872	0	1809242920
1800020715	1	1809242978
1803242457	0	1809242919
1800025812	1	1809242984
1800182293	5	1809243012
1800223006	2	1809242916
1800101006	0	1809242958
1800053311	2	1809242894
1800105427	2	1809242886
1800019361	0	1809242955
1800019357	2	1809242894
1800026145	2	1809243009
1800020715	0	1809242934
1800284430	3	1809242928
1800249488	2	1809242895
1800381592	0	1809242939
1800074772	0	1809242919
1808397624	3	1809242925
1800057561	2	1809242912
1800134140	1	1809242981
1800231314	2	1809242892
1800346141	1	1809242974
1800070872	2	1809242917
1800346141	2	1809242895
1800019246	1	1809242981
1800087273	2	1809243013
1800249828	2	1809243013
1800074753	0	1809242955
1800111838	0	1809242921
1800171038	2	1809242893
1800222259	2	1809242915
1800243568	0	1809242957
1800148783	1	1809242974
1800025601	0	1809242930
1800148783	2	1809242895
1800362899	0	1809242936
1800233344	3	1809242932
1800019672	2	1809242891
1800020507	0	1809242925
1800019361	0	1809242925
1800194255	1	1809242965
1800231314	2	1809242911
1800021188	1	1809242964
1800189256	1	1809242967
1800025366	0	1809242952
1800028321	1	1809242994
1800018964	2	1809243009
1800018964	2	1809242903
1800132578	2	1809242915
1800024657	2	1809243011
1800026671	0	1809242952
1800022337	2	1809242895
1800137971	2	1809242887
1800111838	1	1809242974
1800057561	2	1809243013
1800060100	2	1809242887
1800174285	2	1809242917
1800025842	2	1809242910
1800106078	2	1809242897
1800132578	1	1809242967
1800025607	1	1809242978
1800108546	2	1809243013
1800018938	0	1809242921
1800137971	1	1809242987
1800108297	1	1809242998
1800072148	2	1809242916
1800170513	2	1809243013
1800025098	1	1809242990
1800055909	2	1809242914
1800058244	2	1809243011
1800359985	0	1809242939
1800233344	2	1809242892
1800072782	3	1809242937
1800025812	1	1809242988
1800189256	2	1809242890
1800072148	3	1809242936
1800019155	1	1809242978
1800018805	2	1809242898
1800064784	0	1809242999
1800202260	1	1809242981
1800193419	1	1809242964
1800365587	2	1809242896
1800105894	2	1809242916
1800051647	1	1809242975
1800254958	2	1809243011
1800018938	1	1809242974
1800024823	2	1809243009
1800106078	2	1809243008
1800223031	0	1809242948
1800179562	2	1809242893
1800021909	3	1809242932
1800193419	2	1809242887
1800381592	1	1809242985
1800367822	1	1809242998
1800202506	2	1809242887
1800113505	2	1809242917
1800193975	2	1809243014
1800018844	1	1809242975
1800108546	0	1809243005
1800132578	2	1809242883
1800087601	1	1809242983
1800068492	2	1809242916
1800023434	2	1809242897
1800223031	1	1809242992
1800198010	1	1809242970
1800121702	2	1809242892
1800020715	2	1809242896
1800025607	3	1809242924
1800130898	2	1809242894
1800190776	2	1809242896
1800222259	2	1809242890
1800060100	0	1809243007
1800070872	1	1809242984
1800223006	1	1809242981
1800018964	2	1809242883
1800021909	2	1809242900
1800022345	5	1809243012
1800269171	3	1809242925
1800019357	1	1809242966
1800111379	1	1809242986
1800019155	3	1809242924
1800019357	1	1809242970
1800042778	1	1809242986
1800139081	2	1809243011
1800019244	1	1809242986
1800223031	2	1809242911
1800179562	0	1809242935
1800080929	2	1809242915
1800055909	1	1809242997
1800129125	0	1809242921
1800023434	0	1809242928
1800068492	0	1809242952
1800245442	0	1809243000
1800205324	1	1809242983
1800024981	2	1809242897
1800025098	1	1809242980
1800053311	1	1809242990
1800174285	5	1809243012
1800112049	3	1809242923
1800022420	2	1809242910
1800249488	0	1809242939
1807428639	1	1809242987
1800019489	2	1809242916
1800170513	0	1809242999
1800025098	2	1809242915
1800128030	1	1809242978
1800019301	2	1809242913
1800147981	1	1809242964
1800048705	1	1809242979
1800124175	1	1809242975
1800021909	2	1809242885
1800018938	3	1809242938
1800342143	1	1809242997
1800019604	1	1809242985
1800024981	2	1809243008
1800024894	1	1809242973
1800048705	2	1809242910
1800025551	3	1809242937
1800250021	2	1809243010
1800072148	1	1809242981
1800174047	1	1809242996
1800111379	0	1809242943
1800182293	3	1809242925
1800204253	1	1809242986
1800042778	0	1809242943
1800022337	0	1809242939
1800025098	2	1809242906
1800070872	1	1809242988
1800021531	0	1809242940
1800080929	1	1809242967
1800137971	2	1809242895
1800060100	2	1809242895
1800131997	1	1809242963
1800252204	5	1809243012
1800134140	2	1809242893
1800019246	2	1809242893
1800072782	2	1809242889
1800025098	2	1809242883
1800023434	2	1809242887
1800020715	2	1809242885
1800122812	2	1809242897
1800134057	2	1809243013
1800024823	1	1809242996
1800080929	2	1809242890
1800026671	2	1809242891
1800019427	2	1809242891
1800193975	2	1809242896
1800193419	2	1809242895
1800064784	3	1809242923
1800182293	1	1809242975
1800202506	2	1809242895
1800023501	5	1809243012
1800026667	1	1809242978
1800068178	1	1809242990
1800111379	2	1809243014
1800272377	1	1809242979
1800148679	0	1809242925
1800042778	2	1809243014
1800053311	2	1809242915
1800182293	0	1809242924
1800019244	2	1809243014
1800024894	1	1809242986
1800019357	2	1809242915
1800174047	2	1809242912
1800026145	2	1809243013
1800122812	2	1809243008
1800131316	2	1809243009
1800130898	1	1809242990
1800324838	1	1809242996
1800269171	0	1809242948
1800019361	1	1809242978
1800028321	2	1809242891
1800230930	1	1809242986
1800053311	2	1809242906
1800019427	1	1809242997
1800120730	2	1809242892
1800025607	2	1809242885
1808405886	1	1809242997
1800131997	1	1809242998
1800174047	2	1809243013
1800202260	1	1809242965
1800021531	1	1809242972
